t,retail_sales_MoM_change
2020-06-01,-0.005110732538330609
2020-07-01,0.0025684931506848585
2020-08-01,0.01707941929974388
2020-09-01,-0.007556675062972196
2020-10-01,0.024534686971235065
2020-11-01,0.007431874483897705
2020-12-01,-0.04590163934426228
2021-01-01,-0.09278350515463929
2021-02-01,0.03314393939393945
2021-03-01,0.09990834097158574
2021-04-01,-0.057499999999999996
2021-05-01,0.03359858532272342
2021-06-01,0.04961505560307944
2021-07-01,-0.04645476772616142
2021-08-01,0.017094017094017033
2021-09-01,-0.021008403361344574
2021-10-01,0.018884120171673846
2021-11-01,0.019376579612468303
2021-12-01,-0.017355371900826366
2022-01-01,0.015138772077375906
2022-02-01,0.0024855012427504874
2022-03-01,-0.0049586776859503745
2022-04-01,-0.03239202657807316
2022-05-01,-0.0025751072961373023
2022-06-01,-0.023235800344234114
2022-07-01,0.013215859030837107
2022-08-01,-0.005217391304347729
2022-09-01,0.012237762237762073
2022-10-01,-0.02849740932642486
2022-11-01,0.008000000000000007
2022-12-01,-0.011463844797178213
2023-01-01,0.00802854594112401
2023-02-01,-0.0008849557522123686
2023-03-01,-0.017714791851195733
2023-04-01,0.007213706041478751
2023-05-01,0.022381378692927445
2023-06-01,-0.010507880910682998
2023-07-01,0.0
2023-08-01,-0.010619469026548645
2023-09-01,-0.005366726296958779
2023-10-01,0.011690647482014427
2023-11-01,-0.008888888888888835
2023-12-01,0.0008968609865469546
2024-01-01,-0.0026881720430107503
2024-02-01,-0.007187780772686447
2024-03-01,0.01538461538461533
2024-04-01,0.002673796791443861
2024-05-01,0.000888888888888939
2024-06-01,-0.014209591474245054
2024-07-01,0.018018018018018056
2024-08-01,0.012389380530973604
2024-09-01,0.015734265734265618
2024-10-01,-0.005163511187607606
2024-11-01,-0.0008650519031141446
2024-12-01,0.0
2025-01-01,0.0034632034632036124
2025-02-01,0.0017256255392579245
2025-03-01,0.008613264427217882
2025-04-01,-0.0008539709649871829
2025-05-01,-0.0034188034188035177
2025-06-01,0.006003430531732468
2025-07-01,-0.002557544757033181
2025-08-01,-0.004273504273504258
2025-09-01,0.0051502145922746045
2025-10-01,0.004269854824936026
2025-11-01,-0.005102040816326481
2025-12-01,0.01538461538461533
2026-01-01,-0.010101010101010166
